,id,total_images,last_price,total_area,first_day_exposition,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,locality_name,airports_nearest,cityCenters_nearest,parks_around3000,parks_nearest,ponds_around3000,ponds_nearest,days_exposition,price_for_m2,fromcenter_category
21279,21279,7,4750000.0,41.0,2016-12-12T00:00:00,1,2.75,10.0,19.0,5,False,False,False,11.0,0,Санкт-Петербург,51663.0,16965.0,0.0,5000.0,0.0,5000.0,698,115853,в пределах города
21280,21280,14,2899000.0,34.5,2017-03-17T00:00:00,1,2.5,9.0,21.2,8,False,False,False,6.1,0,посёлок Металлострой,24984.0,26696.0,0.0,5000.0,0.0,5000.0,307,84028,область
21281,21281,20,11999000.0,104.1,2018-07-19T00:00:00,4,3.19,6.0,68.9,4,False,False,False,12.1,0,Санкт-Петербург,25869.0,4663.0,0.0,5000.0,0.0,5000.0,192,115264,центр
21283,21283,10,2850000.0,36.8,2019-02-20T00:00:00,1,2.55,6.0,17.8,2,False,False,False,8.3,0,Петергоф,46151.0,34044.0,1.0,185.0,1.0,755.0,27,77445,область
21284,21284,6,3000000.0,37.0,2016-05-06T00:00:00,1,2.7,17.0,19.2,5,False,False,False,8.6,0,Санкт-Петербург,29808.0,8655.0,1.0,338.0,1.0,823.0,95,81081,в пределах города
21286,21286,7,6440000.0,47.5,2018-12-21T00:00:00,1,2.7,11.0,22.4,3,False,False,False,15.0,0,Санкт-Петербург,31061.0,5377.0,2.0,839.0,0.0,5000.0,105,135578,в пределах города
21289,21289,15,3200000.0,38.5,2017-07-14T00:00:00,1,2.68,5.0,17.2,5,False,False,False,10.7,0,посёлок Шушары,18582.0,31274.0,0.0,5000.0,0.0,5000.0,24,83116,область
21290,21290,5,6920000.0,85.0,2015-07-16T00:00:00,3,2.75,10.0,48.0,7,False,False,False,10.2,2,Санкт-Петербург,10584.0,11532.0,0.0,5000.0,1.0,801.0,431,81411,в пределах города
21291,21291,2,6850000.0,47.8,2019-01-01T00:00:00,2,2.7,3.0,22.45,2,False,False,False,11.33,0,Санкт-Петербург,44550.0,8760.0,1.0,413.0,0.0,5000.0,0,143305,в пределах города
21292,21292,10,2700000.0,30.0,2016-04-20T00:00:00,1,2.5,9.0,15.0,3,False,False,False,7.5,0,Санкт-Петербург,19559.0,18561.0,1.0,672.0,1.0,524.0,432,90000,область
21294,21294,0,12300000.0,103.0,2014-12-09T00:00:00,3,2.75,25.0,57.0,12,False,False,False,19.0,1,Санкт-Петербург,35742.0,15032.0,0.0,5000.0,0.0,5000.0,594,119417,в пределах города
21295,21295,15,4150000.0,33.4,2017-02-08T00:00:00,1,2.75,27.0,12.0,13,False,False,False,8.0,2,Санкт-Петербург,33736.0,14835.0,0.0,5000.0,0.0,5000.0,24,124251,в пределах города
21296,21296,20,7200000.0,36.3,2018-04-05T00:00:00,1,2.75,23.0,19.5,19,False,False,False,9.2,1,Санкт-Петербург,10275.0,10212.0,1.0,666.0,0.0,5000.0,329,198347,в пределах города
21297,21297,12,4650000.0,40.0,2017-08-09T00:00:00,1,2.75,25.0,19.0,3,False,False,False,11.0,2,Санкт-Петербург,10700.0,14612.0,0.0,5000.0,1.0,966.0,138,116250,в пределах города
21298,21298,16,4750000.0,52.0,2018-02-26T00:00:00,2,2.68,26.0,14.0,24,False,False,False,20.0,2,посёлок Парголово,53788.0,18014.0,0.0,5000.0,2.0,978.0,49,91346,область
21300,21300,9,3400000.0,42.0,2017-09-10T00:00:00,1,2.68,9.0,21.0,3,False,False,False,11.0,2,Красное Село,25547.0,28972.0,0.0,5000.0,0.0,5000.0,89,80952,область
21301,21301,6,5150000.0,52.0,2018-03-01T00:00:00,2,2.56,9.0,32.5,5,False,False,False,9.0,2,Санкт-Петербург,33462.0,11772.0,0.0,5000.0,0.0,5000.0,249,99038,в пределах города
21302,21302,11,4500000.0,49.3,2017-02-03T00:00:00,2,2.6,9.0,27.5,1,False,False,False,9.4,2,Санкт-Петербург,26646.0,12147.0,0.0,5000.0,0.0,5000.0,395,91277,в пределах города
21303,21303,12,5800000.0,57.4,2018-12-15T00:00:00,2,2.5,10.0,30.0,3,False,False,False,11.5,5,Санкт-Петербург,35091.0,15393.0,2.0,465.0,3.0,213.0,56,101045,в пределах города
21305,21305,8,17000000.0,128.0,2018-02-01T00:00:00,3,3.0,5.0,76.0,4,False,False,False,15.0,2,Санкт-Петербург,51465.0,15116.0,0.0,5000.0,0.0,5000.0,112,132812,в пределах города
21307,21307,19,7550000.0,64.0,2017-06-09T00:00:00,2,3.24,4.0,40.7,2,False,False,False,8.0,0,Санкт-Петербург,24603.0,2254.0,1.0,514.0,0.0,5000.0,21,117968,самый центр
21308,21308,8,4500000.0,51.0,2017-05-04T00:00:00,2,2.5,16.0,28.8,8,False,False,False,10.2,0,Санкт-Петербург,14755.0,13551.0,0.0,5000.0,0.0,5000.0,139,88235,в пределах города
21310,21310,18,5500000.0,65.6,2017-06-15T00:00:00,3,2.7,12.0,42.1,6,False,False,False,10.5,0,Санкт-Петербург,19015.0,20727.0,0.0,5000.0,2.0,290.0,313,83841,область
21311,21311,4,3570000.0,45.0,2017-04-29T00:00:00,2,2.55,9.0,29.0,7,False,False,False,7.0,2,Санкт-Петербург,45258.0,16829.0,1.0,701.0,0.0,5000.0,184,79333,в пределах города
21312,21312,3,6200000.0,79.3,2014-12-12T00:00:00,3,3.2,5.0,54.0,3,False,False,False,8.6,0,Санкт-Петербург,22358.0,9825.0,2.0,517.0,1.0,923.0,650,78184,в пределах города
21314,21314,4,6000000.0,45.5,2018-12-14T00:00:00,1,2.7,11.0,20.1,3,False,False,False,12.5,0,Санкт-Петербург,51340.0,15363.0,0.0,5000.0,1.0,853.0,3,131868,в пределах города
21315,21315,13,5990000.0,60.0,2018-06-27T00:00:00,3,2.5,9.0,37.2,5,False,False,False,6.1,1,Санкт-Петербург,16376.0,12594.0,0.0,5000.0,0.0,5000.0,4,99833,в пределах города
21317,21317,18,5000000.0,61.8,2017-10-23T00:00:00,3,2.75,9.0,39.3,5,False,False,False,9.4,0,Санкт-Петербург,29227.0,13138.0,0.0,5000.0,0.0,5000.0,299,80906,в пределах города
21319,21319,14,9380000.0,67.0,2018-10-12T00:00:00,2,2.8,27.0,34.8,25,False,False,False,14.1,0,Санкт-Петербург,51299.0,14592.0,0.0,5000.0,0.0,5000.0,0,140000,в пределах города
21320,21320,13,5410000.0,47.1,2016-06-09T00:00:00,1,2.75,10.0,17.0,1,False,False,False,13.8,0,Санкт-Петербург,24151.0,5777.0,1.0,1272.0,2.0,407.0,214,114861,в пределах города
21321,21321,7,4200000.0,35.0,2017-09-26T00:00:00,1,2.75,16.0,16.0,14,False,False,False,9.3,1,Санкт-Петербург,33003.0,14102.0,0.0,5000.0,0.0,5000.0,70,120000,в пределах города
21322,21322,9,7350000.0,64.0,2018-12-18T00:00:00,3,3.1,5.0,41.0,5,False,False,False,7.7,0,Санкт-Петербург,45299.0,11936.0,1.0,673.0,1.0,315.0,116,114843,в пределах города
21323,21323,6,3460000.0,33.84,2017-06-08T00:00:00,1,2.75,24.0,15.16,3,False,False,False,10.06,0,Санкт-Петербург,17138.0,15934.0,0.0,5000.0,1.0,76.0,24,102245,в пределах города
21324,21324,0,10304000.0,106.0,2015-10-27T00:00:00,3,2.75,20.0,53.0,5,False,False,False,22.0,1,Санкт-Петербург,17837.0,16840.0,0.0,5000.0,2.0,210.0,272,97207,в пределах города
21325,21325,15,9900000.0,79.0,2018-02-28T00:00:00,3,2.8,18.0,47.1,6,False,False,False,11.1,0,Санкт-Петербург,33738.0,11896.0,0.0,5000.0,0.0,5000.0,64,125316,в пределах города
21326,21326,20,7600000.0,65.0,2018-08-01T00:00:00,2,2.75,16.0,36.0,2,False,False,False,13.5,0,Санкт-Петербург,42351.0,14855.0,0.0,5000.0,0.0,5000.0,6,116923,в пределах города
21328,21328,6,3749000.0,38.7,2017-12-07T00:00:00,1,2.75,17.0,20.1,12,False,False,False,10.6,2,Санкт-Петербург,25360.0,14749.0,0.0,5000.0,0.0,5000.0,45,96873,в пределах города
21329,21329,12,4000000.0,38.9,2018-01-10T00:00:00,1,2.5,16.0,17.5,15,False,False,False,10.1,1,Санкт-Петербург,49855.0,13650.0,2.0,228.0,1.0,698.0,295,102827,в пределах города
21330,21330,0,4200000.0,57.0,2016-05-27T00:00:00,2,2.68,9.0,32.0,5,False,False,False,8.3,0,Петергоф,45759.0,34477.0,1.0,395.0,0.0,5000.0,131,73684,область
21331,21331,15,16000000.0,93.4,2019-03-26T00:00:00,3,2.8,17.0,24.3,6,False,False,False,49.4,0,Санкт-Петербург,30954.0,8248.0,0.0,5000.0,2.0,495.0,0,171306,в пределах города
21334,21334,11,4400000.0,45.0,2015-12-21T00:00:00,2,2.5,12.0,26.8,8,False,False,False,6.1,0,Санкт-Петербург,15981.0,10603.0,0.0,5000.0,1.0,595.0,245,97777,в пределах города
21335,21335,6,7100000.0,58.0,2019-03-04T00:00:00,2,2.66,16.0,32.5,14,False,False,False,12.0,0,Санкт-Петербург,10540.0,13916.0,0.0,5000.0,0.0,5000.0,8,122413,в пределах города
21336,21336,10,4690000.0,39.0,2018-09-16T00:00:00,1,2.7,17.0,18.0,2,False,False,False,10.0,0,Санкт-Петербург,14741.0,12665.0,0.0,5000.0,0.0,5000.0,30,120256,в пределах города
21337,21337,19,4500000.0,50.7,2018-06-20T00:00:00,2,2.75,9.0,33.0,3,False,False,False,7.0,0,Санкт-Петербург,14004.0,16596.0,0.0,5000.0,1.0,719.0,124,88757,в пределах города
21338,21338,15,3200000.0,190.0,2016-06-16T00:00:00,1,3.0,6.0,43.0,4,False,False,False,13.0,0,Санкт-Петербург,22592.0,4312.0,1.0,350.0,0.0,5000.0,11,16842,центр
21339,21339,10,6660000.0,78.0,2017-08-14T00:00:00,3,2.65,16.0,46.0,6,False,False,False,15.0,0,Санкт-Петербург,19502.0,21214.0,0.0,5000.0,2.0,539.0,266,85384,область
21340,21340,7,6800000.0,57.0,2018-11-12T00:00:00,3,2.75,9.0,39.0,5,False,False,False,8.5,0,Санкт-Петербург,45381.0,12042.0,2.0,399.0,1.0,528.0,88,119298,в пределах города
21343,21343,20,3195000.0,30.0,2017-11-08T00:00:00,1,2.75,5.0,18.0,4,False,False,False,6.0,0,Санкт-Петербург,13378.0,13290.0,0.0,5000.0,0.0,5000.0,85,106500,в пределах города
21344,21344,1,6400000.0,62.0,2018-02-27T00:00:00,2,2.75,25.0,26.6,21,False,False,False,11.0,0,Санкт-Петербург,42507.0,9798.0,0.0,5000.0,0.0,5000.0,71,103225,в пределах города
21345,21345,14,5200000.0,74.5,2017-12-13T00:00:00,3,2.68,5.0,47.1,4,False,False,False,10.0,1,посёлок Шушары,19027.0,31602.0,0.0,5000.0,0.0,5000.0,220,69798,область
21346,21346,8,4099000.0,36.0,2016-05-25T00:00:00,1,2.75,16.0,17.9,2,False,False,False,8.4,0,Санкт-Петербург,29595.0,11363.0,2.0,375.0,1.0,735.0,100,113861,в пределах города
21347,21347,12,3249000.0,39.7,2016-04-01T00:00:00,1,2.68,6.0,16.4,5,False,False,False,8.7,0,Красное Село,26585.0,30010.0,2.0,850.0,2.0,132.0,164,81838,область
21348,21348,18,4999000.0,58.0,2016-10-25T00:00:00,3,2.75,9.0,44.0,1,False,False,False,6.0,0,Санкт-Петербург,49839.0,15544.0,0.0,5000.0,0.0,5000.0,498,86189,в пределах города
21350,21350,8,3970000.0,49.0,2017-02-13T00:00:00,1,2.68,25.0,19.5,3,False,False,False,14.5,1,Санкт-Петербург,54337.0,18830.0,0.0,5000.0,1.0,649.0,119,81020,область
21351,21351,15,7200000.0,72.0,2018-01-18T00:00:00,3,2.65,16.0,41.4,7,False,False,False,10.6,2,Санкт-Петербург,28998.0,11424.0,1.0,184.0,1.0,263.0,85,100000,в пределах города
21352,21352,9,5180000.0,56.3,2017-09-09T00:00:00,3,2.5,5.0,22.3,4,False,False,False,6.2,0,Санкт-Петербург,15072.0,10878.0,0.0,5000.0,1.0,734.0,178,92007,в пределах города
21353,21353,5,5200000.0,42.0,2018-07-10T00:00:00,1,2.65,24.0,19.5,16,False,False,False,13.0,0,Санкт-Петербург,36969.0,11775.0,0.0,5000.0,2.0,983.0,28,123809,в пределах города
21354,21354,9,6499000.0,44.0,2018-10-05T00:00:00,1,2.8,22.0,20.0,7,False,False,False,8.0,2,Санкт-Петербург,11596.0,13277.0,0.0,5000.0,0.0,5000.0,5,147704,в пределах города
21358,21358,0,4050000.0,62.0,2017-06-28T00:00:00,3,2.68,12.0,41.0,2,False,False,False,6.7,0,Колпино,26657.0,32443.0,2.0,537.0,2.0,521.0,64,65322,область
21359,21359,10,6200000.0,42.6,2018-07-10T00:00:00,1,2.9,12.0,23.0,6,False,False,False,8.0,0,Сестрорецк,57575.0,34505.0,2.0,428.0,1.0,615.0,36,145539,область
21360,21360,9,4850000.0,62.2,2017-08-12T00:00:00,3,2.75,9.0,43.0,5,False,False,False,8.2,2,Санкт-Петербург,37727.0,11468.0,1.0,623.0,0.0,5000.0,91,77974,в пределах города
21361,21361,5,3250000.0,46.0,2016-12-06T00:00:00,2,2.75,5.0,31.0,1,False,False,False,6.0,0,Санкт-Петербург,42418.0,10115.0,2.0,336.0,0.0,5000.0,428,70652,в пределах города
21362,21362,16,8000000.0,59.0,2016-03-09T00:00:00,2,3.35,6.0,37.8,3,False,False,False,8.3,0,Санкт-Петербург,31447.0,5130.0,2.0,102.0,3.0,249.0,153,135593,в пределах города
21363,21363,20,8350000.0,78.8,2018-08-02T00:00:00,4,2.68,10.0,55.8,9,False,False,False,7.1,0,Сестрорецк,56879.0,33808.0,0.0,5000.0,2.0,112.0,29,105964,область
21364,21364,20,14200000.0,107.0,2017-09-02T00:00:00,3,3.1,5.0,66.0,3,False,False,False,22.0,1,Санкт-Петербург,14408.0,8328.0,0.0,5000.0,0.0,5000.0,181,132710,в пределах города
21366,21366,14,4600000.0,32.1,2019-01-06T00:00:00,1,2.5,14.0,14.1,10,False,False,False,7.4,1,Санкт-Петербург,28813.0,6185.0,1.0,377.0,0.0,5000.0,25,143302,в пределах города
21367,21367,11,6290000.0,53.7,2019-03-12T00:00:00,2,2.68,23.0,30.1,12,False,False,False,8.9,1,посёлок Парголово,52700.0,18877.0,0.0,5000.0,0.0,5000.0,44,117132,область
21368,21368,8,2950000.0,33.0,2016-10-06T00:00:00,1,2.7,5.0,10.0,2,False,False,False,11.0,2,Санкт-Петербург,47157.0,25723.0,1.0,480.0,1.0,619.0,471,89393,область
21369,21369,2,4800000.0,55.0,2016-04-13T00:00:00,2,2.6,10.0,31.1,10,False,False,False,8.3,0,Санкт-Петербург,36676.0,11913.0,0.0,5000.0,0.0,5000.0,142,87272,в пределах города
21370,21370,6,11400000.0,70.0,2015-09-03T00:00:00,2,3.0,14.0,29.0,8,False,False,False,18.0,1,Санкт-Петербург,19553.0,4762.0,0.0,5000.0,1.0,533.0,972,162857,центр
21371,21371,9,8900000.0,89.0,2018-08-01T00:00:00,3,3.1,5.0,59.0,1,False,False,False,10.0,0,Санкт-Петербург,14747.0,8036.0,0.0,5000.0,0.0,5000.0,122,100000,в пределах города
21372,21372,8,4200000.0,44.0,2017-02-07T00:00:00,2,2.68,5.0,27.0,3,False,False,False,7.0,1,Санкт-Петербург,45296.0,18018.0,0.0,5000.0,0.0,5000.0,161,95454,область
21373,21373,5,4950000.0,33.0,2019-02-28T00:00:00,1,2.7,16.0,16.0,14,False,False,False,8.0,2,Санкт-Петербург,22943.0,11827.0,1.0,856.0,1.0,686.0,22,150000,в пределах города
21374,21374,15,9950000.0,77.8,2018-06-26T00:00:00,3,3.0,7.0,48.2,5,False,False,False,10.2,0,Санкт-Петербург,27263.0,7208.0,1.0,646.0,0.0,5000.0,104,127892,в пределах города
21375,21375,10,5999000.0,71.4,2017-05-05T00:00:00,3,2.68,12.0,43.3,9,False,False,False,10.8,2,Санкт-Петербург,15662.0,16966.0,0.0,5000.0,0.0,5000.0,64,84019,в пределах города
21377,21377,19,4900000.0,42.0,2017-04-18T00:00:00,1,27.5,24.0,37.7,19,False,False,False,11.0,2,Санкт-Петербург,42742.0,9760.0,0.0,5000.0,0.0,5000.0,61,116666,в пределах города
21378,21378,9,5000000.0,65.0,2017-05-03T00:00:00,3,2.5,16.0,40.4,1,False,False,False,11.0,0,Санкт-Петербург,13552.0,12348.0,0.0,5000.0,0.0,5000.0,358,76923,в пределах города
21379,21379,3,13000000.0,95.0,2016-05-18T00:00:00,3,2.8,20.0,50.0,15,False,False,False,20.0,5,Санкт-Петербург,35742.0,15032.0,0.0,5000.0,0.0,5000.0,90,136842,в пределах города
21382,21382,2,4950000.0,54.0,2018-01-20T00:00:00,2,2.68,8.0,32.0,2,False,False,False,6.8,1,Пушкин,12736.0,24889.0,1.0,460.0,0.0,5000.0,0,91666,область
21383,21383,12,5399000.0,60.3,2018-06-02T00:00:00,4,2.5,5.0,44.0,2,False,False,False,7.4,0,Санкт-Петербург,17590.0,17498.0,1.0,667.0,0.0,5000.0,125,89535,область
21384,21384,8,4000000.0,42.0,2016-05-21T00:00:00,2,3.19,6.0,24.0,1,False,False,False,15.4,0,Санкт-Петербург,25706.0,4571.0,0.0,5000.0,1.0,655.0,369,95238,центр
21385,21385,13,3150000.0,30.0,2019-03-20T00:00:00,1,2.75,3.0,17.0,3,False,False,False,5.3,0,Санкт-Петербург,41654.0,12504.0,1.0,152.0,0.0,5000.0,0,105000,в пределах города
21386,21386,12,7180000.0,74.5,2017-11-15T00:00:00,3,2.75,26.0,46.0,5,False,False,False,9.6,0,Санкт-Петербург,39141.0,15985.0,0.0,5000.0,0.0,5000.0,57,96375,в пределах города
21387,21387,20,4800000.0,38.0,2017-12-01T00:00:00,1,3.24,6.0,18.0,2,False,False,False,8.0,0,Санкт-Петербург,20644.0,2004.0,2.0,393.0,3.0,239.0,5,126315,самый центр
21388,21388,6,4500000.0,78.1,2017-12-18T00:00:00,4,2.5,9.0,55.0,9,False,False,False,9.6,0,Колпино,25411.0,31197.0,1.0,497.0,0.0,5000.0,60,57618,область
21389,21389,6,3770000.0,45.0,2015-04-21T00:00:00,2,2.6,9.0,27.0,2,False,False,False,7.0,0,Санкт-Петербург,22882.0,12503.0,0.0,5000.0,0.0,5000.0,707,83777,в пределах города
21390,21390,9,3000000.0,31.0,2017-01-21T00:00:00,1,2.75,5.0,17.0,3,False,False,False,6.0,0,Санкт-Петербург,21225.0,14930.0,1.0,763.0,2.0,751.0,15,96774,в пределах города
21391,21391,4,3200000.0,33.3,2016-01-29T00:00:00,1,2.68,9.0,17.4,5,False,False,False,7.8,0,Санкт-Петербург,28185.0,11382.0,1.0,152.0,0.0,5000.0,162,96096,в пределах города
21392,21392,14,5950000.0,64.0,2016-06-17T00:00:00,3,2.68,5.0,41.0,4,False,False,False,8.0,1,Пушкин,13454.0,25607.0,1.0,395.0,0.0,5000.0,104,92968,область
21394,21394,3,3521100.0,36.2,2015-09-20T00:00:00,1,2.58,25.0,15.5,18,False,False,False,9.4,1,Санкт-Петербург,41466.0,11538.0,0.0,5000.0,0.0,5000.0,789,97267,в пределах города
21395,21395,20,3640000.0,39.0,2015-04-22T00:00:00,1,2.68,18.0,19.0,9,False,False,False,10.0,1,Санкт-Петербург,42462.0,21778.0,0.0,5000.0,1.0,1271.0,0,93333,область
21396,21396,7,4110000.0,42.2,2017-08-20T00:00:00,2,2.5,5.0,28.0,2,False,False,False,6.0,1,Санкт-Петербург,39932.0,11635.0,1.0,387.0,0.0,5000.0,170,97393,в пределах города
21400,21400,16,4190000.0,32.0,2018-06-15T00:00:00,1,2.75,17.0,16.0,17,False,False,False,9.0,0,Санкт-Петербург,33564.0,14616.0,0.0,5000.0,1.0,859.0,13,130937,в пределах города
21401,21401,17,4600000.0,39.0,2019-04-28T00:00:00,2,2.4,9.0,23.8,8,False,False,False,7.4,0,Санкт-Петербург,12384.0,12296.0,0.0,5000.0,1.0,396.0,0,117948,в пределах города
21403,21403,14,7100000.0,72.4,2018-10-22T00:00:00,3,3.2,7.0,36.4,1,False,False,False,14.5,0,Санкт-Петербург,24161.0,4728.0,1.0,127.0,0.0,5000.0,56,98066,центр
21404,21404,1,6900000.0,78.0,2015-05-21T00:00:00,3,2.68,5.0,49.0,1,False,False,False,8.0,0,Пушкин,15745.0,27898.0,1.0,762.0,1.0,965.0,613,88461,область
21405,21405,9,5150000.0,38.0,2017-05-10T00:00:00,1,2.75,25.0,15.3,13,False,False,False,10.6,2,Санкт-Петербург,11779.0,12323.0,0.0,5000.0,1.0,310.0,189,135526,в пределах города
21406,21406,4,10450000.0,80.5,2016-03-10T00:00:00,2,2.75,8.0,36.5,5,False,False,False,16.5,0,Санкт-Петербург,15904.0,7954.0,1.0,646.0,0.0,5000.0,197,129813,в пределах города
21408,21408,6,8300000.0,68.0,2017-11-22T00:00:00,2,2.75,15.0,33.2,7,False,False,False,15.0,0,Санкт-Петербург,35596.0,14887.0,0.0,5000.0,0.0,5000.0,117,122058,в пределах города
21409,21409,14,6899000.0,51.0,2018-10-08T00:00:00,1,2.5,25.0,22.0,6,False,False,False,11.0,0,Санкт-Петербург,35265.0,11242.0,0.0,5000.0,0.0,5000.0,45,135274,в пределах города
21411,21411,13,4200000.0,33.5,2017-06-20T00:00:00,1,2.5,9.0,17.3,4,False,False,False,8.0,0,Санкт-Петербург,45204.0,17928.0,0.0,5000.0,0.0,5000.0,570,125373,область
21412,21412,12,8300000.0,61.0,2017-11-21T00:00:00,2,2.75,12.0,27.4,9,False,False,False,11.5,1,Санкт-Петербург,39946.0,10720.0,1.0,2102.0,3.0,303.0,14,136065,в пределах города
21414,21414,8,4700000.0,46.0,2018-09-10T00:00:00,2,2.5,9.0,29.3,5,False,False,False,7.5,0,Санкт-Петербург,16874.0,16782.0,0.0,5000.0,1.0,644.0,52,102173,в пределах города
21415,21415,13,8200000.0,80.0,2019-03-26T00:00:00,3,2.65,12.0,47.0,8,False,False,False,15.0,0,Санкт-Петербург,36274.0,13188.0,2.0,320.0,2.0,488.0,17,102500,в пределах города
21417,21417,17,10450000.0,109.3,2019-02-25T00:00:00,5,3.3,7.0,67.0,6,False,False,False,9.5,0,Санкт-Петербург,24823.0,5042.0,1.0,711.0,0.0,5000.0,21,95608,в пределах города
21419,21419,4,1870000.0,20.0,2018-03-06T00:00:00,1,2.5,5.0,14.0,1,False,False,False,2.0,0,Санкт-Петербург,16652.0,15654.0,1.0,619.0,1.0,937.0,45,93500,в пределах города
21422,21422,16,6900000.0,46.0,2019-03-18T00:00:00,2,2.75,17.0,27.0,16,False,False,False,9.0,0,Санкт-Петербург,33564.0,14616.0,0.0,5000.0,1.0,859.0,0,150000,в пределах города
21423,21423,14,3600000.0,29.0,2018-12-11T00:00:00,1,2.55,9.0,15.1,3,False,False,False,6.6,0,Санкт-Петербург,30081.0,12942.0,0.0,5000.0,0.0,5000.0,6,124137,в пределах города
21424,21424,13,21000000.0,118.9,2017-11-27T00:00:00,4,3.4,6.0,82.4,2,False,False,False,11.5,0,Санкт-Петербург,26248.0,4950.0,3.0,330.0,1.0,181.0,13,176619,центр
21426,21426,15,14000000.0,137.0,2015-08-31T00:00:00,5,3.0,7.0,90.0,4,False,False,False,23.0,1,Санкт-Петербург,23546.0,3088.0,1.0,347.0,0.0,5000.0,1046,102189,центр
21428,21428,0,3570000.0,58.0,2017-10-18T00:00:00,3,2.6,9.0,40.0,2,False,False,False,7.0,0,Колпино,25335.0,31121.0,1.0,645.0,0.0,5000.0,43,61551,область
21430,21430,20,3200000.0,32.5,2016-05-03T00:00:00,1,2.75,9.0,17.9,2,False,False,False,6.3,0,Санкт-Петербург,45258.0,16829.0,1.0,701.0,0.0,5000.0,89,98461,в пределах города
21431,21431,13,8000000.0,77.2,2017-04-05T00:00:00,2,3.19,3.0,30.9,3,False,False,False,19.7,0,Санкт-Петербург,24482.0,4734.0,1.0,757.0,0.0,5000.0,726,103626,центр
21432,21432,6,5340000.0,58.0,2017-08-07T00:00:00,2,2.53,16.0,30.8,5,False,False,False,8.1,0,Санкт-Петербург,19426.0,21138.0,0.0,5000.0,2.0,390.0,33,92068,область
21433,21433,14,5800000.0,74.0,2017-10-20T00:00:00,4,2.75,9.0,54.0,1,False,False,False,7.0,0,Санкт-Петербург,19166.0,12730.0,0.0,5000.0,0.0,5000.0,379,78378,в пределах города
21434,21434,20,8865000.0,104.5,2018-05-17T00:00:00,4,3.0,5.0,72.2,3,False,False,False,9.4,0,Санкт-Петербург,43263.0,8390.0,2.0,566.0,0.0,5000.0,169,84832,в пределах города
21435,21435,5,11403209.0,108.4,2016-09-21T00:00:00,4,2.7,10.0,68.7,7,False,False,False,10.7,0,Санкт-Петербург,23609.0,5299.0,0.0,5000.0,1.0,433.0,765,105195,в пределах города
21436,21436,2,8100000.0,58.0,2018-02-16T00:00:00,2,2.75,7.0,31.2,6,False,False,False,10.7,0,Санкт-Петербург,23808.0,5332.0,1.0,2245.0,1.0,1018.0,60,139655,в пределах города
21437,21437,3,5127100.0,64.9,2016-01-15T00:00:00,2,2.68,24.0,31.8,1,False,False,False,11.1,0,Санкт-Петербург,42087.0,21403.0,0.0,5000.0,1.0,484.0,1004,79000,область
21438,21438,6,5450000.0,67.3,2016-06-30T00:00:00,3,2.5,9.0,44.0,7,False,False,False,8.8,1,Санкт-Петербург,25221.0,14442.0,0.0,5000.0,0.0,5000.0,60,80980,в пределах города
21439,21439,10,7400000.0,79.8,2018-10-02T00:00:00,3,2.6,10.0,49.1,1,False,False,False,10.9,0,Санкт-Петербург,12534.0,12447.0,0.0,5000.0,1.0,545.0,7,92731,в пределах города
21440,21440,11,3499000.0,36.0,2017-04-27T00:00:00,1,2.7,12.0,19.8,6,False,False,False,8.0,0,Санкт-Петербург,29906.0,12738.0,1.0,655.0,0.0,5000.0,61,97194,в пределах города
21441,21441,17,5870000.0,84.0,2019-03-06T00:00:00,3,2.68,10.0,52.8,6,False,False,False,11.0,1,посёлок Парголово,55854.0,21529.0,0.0,5000.0,0.0,5000.0,0,69880,область
21443,21443,9,4300000.0,35.6,2018-02-24T00:00:00,1,2.5,9.0,18.0,8,False,False,False,7.0,1,Санкт-Петербург,30220.0,7467.0,0.0,5000.0,1.0,371.0,45,120786,в пределах города
21445,21445,2,4900000.0,55.9,2017-02-12T00:00:00,3,2.68,9.0,38.0,3,False,False,False,7.5,0,Сестрорецк,58916.0,35845.0,0.0,5000.0,1.0,234.0,411,87656,область
21446,21446,2,9016000.0,78.4,2016-02-04T00:00:00,3,2.6,25.0,45.18,2,False,False,False,10.72,0,Санкт-Петербург,43396.0,12153.0,0.0,5000.0,0.0,5000.0,159,114999,в пределах города
21447,21447,0,5100000.0,58.0,2015-11-17T00:00:00,3,2.75,9.0,38.0,3,False,False,False,7.1,2,Санкт-Петербург,50463.0,16169.0,0.0,5000.0,0.0,5000.0,230,87931,в пределах города
21448,21448,7,5100000.0,47.0,2017-11-29T00:00:00,2,2.5,9.0,28.4,9,False,False,False,9.0,1,Санкт-Петербург,44452.0,14031.0,2.0,267.0,0.0,5000.0,9,108510,в пределах города
21449,21449,17,8300000.0,69.6,2017-09-13T00:00:00,2,3.55,5.0,47.0,4,False,False,False,7.5,0,Санкт-Петербург,23857.0,3423.0,3.0,268.0,3.0,223.0,66,119252,центр
21450,21450,10,4900000.0,62.0,2019-04-24T00:00:00,2,2.68,11.0,35.7,10,False,False,False,10.1,2,посёлок Парголово,61517.0,21565.0,0.0,5000.0,0.0,5000.0,0,79032,область
21451,21451,19,5390000.0,50.8,2017-11-10T00:00:00,2,2.75,10.0,30.5,6,False,False,False,8.6,2,Санкт-Петербург,29709.0,11493.0,2.0,479.0,1.0,439.0,364,106102,в пределах города
